game_id,game_date,season,home_team_id,visitor_team_id,home_team_score,visitor_team_score,postseason,status
1038571,2024-03-17,2023,22,28,111,96,0,Final
1038572,2024-03-17,2023,30,2,104,130,0,Final
1038573,2024-03-17,2023,27,3,122,115,0,Final
1038574,2024-03-17,2023,13,1,93,110,0,Final
1038575,2024-03-18,2023,12,6,103,108,0,Final
1038576,2024-03-18,2023,2,9,119,94,0,Final
1038577,2024-03-18,2023,23,16,98,91,0,Final
1038578,2024-03-18,2023,5,25,110,107,0,Final
1038579,2024-03-18,2023,29,18,104,114,0,Final
1038580,2024-03-18,2023,10,20,112,119,0,Final
1038581,2024-03-18,2023,26,15,121,111,0,Final
1038582,2024-03-18,2023,14,1,136,105,0,Final
1038583,2024-03-19,2023,22,4,112,92,0,Final
1038584,2024-03-19,2023,30,11,114,137,0,Final
1038585,2024-03-19,2023,3,19,91,104,0,Final
1038586,2024-03-19,2023,27,7,107,113,0,Final
1038587,2024-03-19,2023,18,8,112,115,0,Final
1038588,2024-03-20,2023,6,16,104,107,0,Final
1038589,2024-03-20,2023,9,12,103,122,0,Final
1038590,2024-03-20,2023,2,17,122,119,0,Final
1038591,2024-03-20,2023,28,26,89,123,0,Final
1038592,2024-03-20,2023,21,29,119,107,0,Final
1038593,2024-03-20,2023,10,15,137,116,0,Final
1038594,2024-03-20,2023,24,23,115,102,0,Final
1038595,2024-03-20,2023,25,13,103,116,0,Final
1038596,2024-03-21,2023,22,19,121,106,0,Final
1038597,2024-03-21,2023,30,26,109,102,0,Final
1038598,2024-03-21,2023,11,5,127,117,0,Final
1038599,2024-03-21,2023,17,3,115,108,0,Final
1038600,2024-03-21,2023,7,29,113,97,0,Final
1038601,2024-03-21,2023,8,20,113,100,0,Final
1038602,2024-03-21,2023,24,1,128,115,0,Final
1038603,2024-03-22,2023,9,2,102,129,0,Final
1038604,2024-03-22,2023,28,21,103,123,0,Final
1038605,2024-03-22,2023,16,19,88,111,0,Final
1038606,2024-03-22,2023,18,6,104,91,0,Final
1038607,2024-03-22,2023,27,15,97,99,0,Final
1038608,2024-03-22,2023,10,12,111,123,0,Final
1038609,2024-03-22,2023,25,13,117,125,0,Final
1038610,2024-03-22,2023,14,23,101,94,0,Final
1038611,2024-03-23,2023,20,3,105,93,0,Final
1038612,2024-03-23,2023,22,26,107,109,0,Final
1038613,2024-03-23,2023,1,4,132,91,0,Final
1038614,2024-03-23,2023,30,28,112,109,0,Final
1038615,2024-03-23,2023,5,2,113,124,0,Final
1038616,2024-03-23,2023,11,29,147,119,0,Final
1038617,2024-03-23,2023,27,24,106,131,0,Final
1038618,2024-03-23,2023,25,8,111,114,0,Final
1038619,2024-03-24,2023,9,19,101,114,0,Final
1038620,2024-03-24,2023,13,23,107,121,0,Final
1038621,2024-03-24,2023,16,6,121,84,0,Final
1038622,2024-03-24,2023,17,21,118,93,0,Final
1038623,2024-03-24,2023,18,10,114,110,0,Final
1038624,2024-03-24,2023,14,12,150,145,0,Final
1038625,2024-03-25,2023,6,4,115,92,0,Final
1038626,2024-03-25,2023,1,2,120,118,0,Final
1038627,2024-03-25,2023,20,9,124,99,0,Final
1038628,2024-03-25,2023,28,3,88,96,0,Final
1038629,2024-03-25,2023,5,30,105,107,0,Final
1038630,2024-03-25,2023,11,25,110,92,0,Final
1038631,2024-03-25,2023,27,24,104,102,0,Final
1038632,2024-03-25,2023,8,15,128,103,0,Final
1038633,2024-03-25,2023,29,7,105,115,0,Final
1038634,2024-03-25,2023,26,23,108,96,0,Final
1038635,2024-03-25,2023,13,12,116,133,0,Final
1038636,2024-03-26,2023,16,10,92,113,0,Final
1038637,2024-03-26,2023,17,14,124,128,0,Final
1038638,2024-03-26,2023,19,21,112,119,0,Final
1038639,2024-03-26,2023,26,7,96,132,0,Final
1038640,2024-03-27,2023,4,6,118,111,0,Final
1038641,2024-03-27,2023,22,10,93,101,0,Final
1038642,2024-03-27,2023,30,3,119,122,0,Final
1038643,2024-03-27,2023,1,25,120,106,0,Final
1038644,2024-03-27,2023,23,13,107,108,0,Final
1038645,2024-03-27,2023,28,20,101,145,0,Final
1038646,2024-03-27,2023,5,12,125,99,0,Final
1038647,2024-03-27,2023,15,14,124,136,0,Final
1038648,2024-03-27,2023,18,9,106,91,0,Final
1038649,2024-03-27,2023,21,11,126,132,0,Final
1038650,2024-03-27,2023,29,27,111,118,0,Final
1038651,2024-03-27,2023,8,24,97,104,0,Final
1038652,2024-03-28,2023,1,2,123,122,0,Final
1038653,2024-03-28,2023,19,17,107,100,0,Final
1038654,2024-03-29,2023,4,10,97,115,0,Final
1038655,2024-03-29,2023,12,14,109,90,0,Final
1038656,2024-03-29,2023,22,13,97,100,0,Final
1038657,2024-03-29,2023,30,9,87,96,0,Final
1038658,2024-03-29,2023,3,5,125,108,0,Final
1038659,2024-03-29,2023,6,23,117,114,0,Final
1038660,2024-03-29,2023,16,25,142,82,0,Final
1038661,2024-03-29,2023,21,24,128,103,0,Final
1038662,2024-03-29,2023,27,20,130,126,0,Final
1038663,2024-03-29,2023,8,18,98,111,0,Final
1038664,2024-03-29,2023,29,11,100,101,0,Final
1038665,2024-03-29,2023,26,7,103,107,0,Final
1038666,2024-03-30,2023,19,2,92,104,0,Final
1038667,2024-03-30,2023,22,15,118,88,0,Final
1038668,2024-03-30,2023,1,17,113,122,0,Final
1038669,2024-03-31,2023,8,6,130,101,0,Final
1038670,2024-03-31,2023,3,14,104,116,0,Final
1038671,2024-03-31,2023,4,13,118,130,0,Final
1038672,2024-03-31,2023,28,23,120,135,0,Final
1038673,2024-03-31,2023,30,16,107,119,0,Final
1038674,2024-03-31,2023,20,21,112,113,0,Final
1038675,2024-03-31,2023,11,7,107,125,0,Final
1038676,2024-03-31,2023,18,5,101,109,0,Final
1038677,2024-03-31,2023,27,10,113,117,0,Final
1038678,2024-03-31,2023,26,29,127,106,0,Final
1038679,2024-04-01,2023,4,2,104,118,0,Final
1038680,2024-04-01,2023,9,15,108,110,0,Final
1038681,2024-04-01,2023,12,3,133,111,0,Final
1038682,2024-04-01,2023,22,25,104,103,0,Final
1038683,2024-04-01,2023,5,1,101,113,0,Final
1038684,2024-04-01,2023,19,24,111,124,0,Final
1038181,2024-04-02,2023,10,7,104,100,0,Final
1038685,2024-04-02,2023,23,21,109,105,0,Final
1038686,2024-04-02,2023,28,14,111,128,0,Final
1038687,2024-04-02,2023,30,17,117,113,0,Final
1038688,2024-04-02,2023,16,20,109,99,0,Final
1038690,2024-04-02,2023,18,11,113,106,0,Final
1038691,2024-04-02,2023,8,27,110,105,0,Final
1038692,2024-04-02,2023,29,6,113,129,0,Final
1038693,2024-04-02,2023,26,13,109,95,0,Final
1038694,2024-04-03,2023,4,25,86,89,0,Final
1038695,2024-04-03,2023,30,14,120,125,0,Final
1038696,2024-04-03,2023,1,9,0,0,0,Final
1038697,2024-04-03,2023,2,21,135,100,0,Final
1038698,2024-04-03,2023,3,12,115,111,0,Final
1038699,2024-04-03,2023,17,15,101,111,0,Final
1038700,2024-04-03,2023,18,28,133,85,0,Final
1038701,2024-04-03,2023,19,22,108,117,0,Final
1038702,2024-04-03,2023,24,6,122,101,0,Final
1038703,2024-04-04,2023,16,23,105,109,0,Final
1038704,2024-04-04,2023,20,26,120,109,0,Final
1038705,2024-04-04,2023,11,10,110,133,0,Final
1038706,2024-04-04,2023,13,8,102,100,0,Final
1038716,2024-04-04,2023,7,1,109,95,0,Final
1038689,2024-04-05,2023,7,10,108,106,0,Final
1038707,2024-04-05,2023,4,22,124,115,0,Final
1038708,2024-04-05,2023,12,21,126,112,0,Final
1038709,2024-04-05,2023,30,25,102,108,0,Final
1038710,2024-04-05,2023,2,26,101,100,0,Final
1038711,2024-04-05,2023,5,20,108,100,0,Final
1038712,2024-04-05,2023,11,16,104,119,0,Final
1038713,2024-04-05,2023,15,9,108,90,0,Final
1038714,2024-04-05,2023,17,28,111,117,0,Final
1038715,2024-04-05,2023,19,27,109,111,0,Final
1038717,2024-04-05,2023,24,18,97,87,0,Final
1038718,2024-04-05,2023,13,29,131,102,0,Final
1038719,2024-04-06,2023,14,6,116,97,0,Final
1038720,2024-04-06,2023,3,9,113,103,0,Final
1038721,2024-04-06,2023,15,23,96,116,0,Final
1038722,2024-04-06,2023,8,1,142,110,0,Final
1038723,2024-04-07,2023,7,11,147,136,0,Final
1038724,2024-04-07,2023,13,6,120,118,0,Final
1038725,2024-04-07,2023,12,16,117,115,0,Final
1038726,2024-04-07,2023,2,25,124,107,0,Final
1038727,2024-04-07,2023,4,21,118,121,0,Final
1038728,2024-04-07,2023,22,5,113,98,0,Final
1038729,2024-04-07,2023,28,30,130,122,0,Final
1038730,2024-04-07,2023,24,19,105,113,0,Final
1038731,2024-04-07,2023,17,20,109,122,0,Final
1038732,2024-04-07,2023,27,23,126,133,0,Final
1038733,2024-04-07,2023,3,26,77,107,0,Final
1038734,2024-04-07,2023,10,29,118,110,0,Final
1038735,2024-04-07,2023,14,18,117,127,0,Final
1038736,2024-04-09,2023,4,7,104,130,0,Final
1038737,2024-04-09,2023,23,9,120,102,0,Final
1038738,2024-04-09,2023,28,12,123,140,0,Final
1038739,2024-04-09,2023,1,16,111,117,0,Final
1038740,2024-04-09,2023,17,2,104,91,0,Final
1038741,2024-04-09,2023,5,20,117,128,0,Final
1038742,2024-04-09,2023,11,22,118,106,0,Final
1038743,2024-04-09,2023,15,27,87,102,0,Final
1038744,2024-04-09,2023,18,30,130,121,0,Final
1038745,2024-04-09,2023,21,26,112,105,0,Final
1038746,2024-04-09,2023,29,8,95,111,0,Final
1038747,2024-04-09,2023,14,10,120,134,0,Final
1038748,2024-04-09,2023,24,13,92,105,0,Final
1038749,2024-04-09,2023,25,19,100,110,0,Final
1038750,2024-04-10,2023,6,15,110,98,0,Final
1038751,2024-04-10,2023,1,4,114,115,0,Final
1038752,2024-04-10,2023,3,28,106,102,0,Final
1038753,2024-04-10,2023,16,7,92,111,0,Final
1038754,2024-04-10,2023,17,22,117,99,0,Final
1038755,2024-04-10,2023,21,27,127,89,0,Final
1038756,2024-04-10,2023,8,18,116,107,0,Final
1038757,2024-04-10,2023,13,24,108,124,0,Final
1038758,2024-04-11,2023,9,5,105,127,0,Final
1038759,2024-04-11,2023,2,20,109,118,0,Final
1038760,2024-04-11,2023,29,11,124,121,0,Final
1038761,2024-04-11,2023,25,10,92,100,0,Final
1038762,2024-04-11,2023,26,19,123,135,0,Final
1038763,2024-04-12,2023,23,22,125,113,0,Final
1038764,2024-04-12,2023,30,5,127,129,0,Final
1038765,2024-04-12,2023,2,4,131,98,0,Final
1038766,2024-04-12,2023,6,12,129,120,0,Final
1038767,2024-04-12,2023,20,3,111,107,0,Final
1038768,2024-04-12,2023,16,28,125,103,0,Final
1038769,2024-04-12,2023,15,14,120,123,0,Final
1038770,2024-04-12,2023,18,1,109,106,0,Final
1038771,2024-04-12,2023,21,17,125,107,0,Final
1038772,2024-04-12,2023,27,8,121,120,0,Final
1038773,2024-04-12,2023,7,9,89,107,0,Final
1038774,2024-04-12,2023,10,19,109,114,0,Final
1038775,2024-04-12,2023,25,11,107,116,0,Final
1038776,2024-04-12,2023,13,29,109,110,0,Final
1038777,2024-04-12,2023,26,24,107,108,0,Final
1038778,2024-04-14,2023,2,30,132,122,0,Final
1038779,2024-04-14,2023,6,4,110,120,0,Final
1038780,2024-04-14,2023,12,1,157,115,0,Final
1038781,2024-04-14,2023,16,28,118,103,0,Final
1038782,2024-04-14,2023,20,5,120,119,0,Final
1038783,2024-04-14,2023,22,17,113,88,0,Final
1038784,2024-04-14,2023,23,3,107,86,0,Final
1038785,2024-04-14,2023,15,8,111,126,0,Final
1038786,2024-04-14,2023,18,24,106,125,0,Final
1038787,2024-04-14,2023,19,14,108,124,0,Final
1038788,2024-04-14,2023,21,7,135,86,0,Final
1038789,2024-04-14,2023,27,9,123,95,0,Final
1038790,2024-04-14,2023,10,29,123,116,0,Final
1038791,2024-04-14,2023,13,11,105,116,0,Final
1038792,2024-04-14,2023,26,25,121,82,0,Final
15881955,2024-04-16,2023,19,14,106,110,0,Final
15881956,2024-04-16,2023,26,10,118,94,0,Final
15881512,2024-04-17,2023,5,1,131,116,0,Final
15881938,2024-04-17,2023,23,16,105,104,0,Final
15882388,2024-04-19,2023,19,26,105,98,0,Final
15883285,2024-04-19,2023,16,5,112,91,0,Final
15881959,2024-04-20,2023,6,22,97,83,1,Final
15881960,2024-04-20,2023,18,24,120,95,1,Final
15882375,2024-04-20,2023,8,14,114,103,1,Final
15883156,2024-04-20,2023,20,23,111,104,1,Final
15881961,2024-04-21,2023,17,12,109,94,1,Final
15881962,2024-04-21,2023,13,7,109,97,1,Final
15885226,2024-04-21,2023,2,16,114,94,1,Final
15885376,2024-04-21,2023,21,19,94,92,1,Final
15882402,2024-04-22,2023,6,22,96,86,1,Final
15882403,2024-04-22,2023,8,14,101,99,1,Final
15883162,2024-04-22,2023,20,23,104,101,1,Final
15882404,2024-04-23,2023,17,12,108,125,1,Final
15882405,2024-04-23,2023,18,24,105,93,1,Final
15882406,2024-04-23,2023,13,7,93,96,1,Final
15885235,2024-04-24,2023,2,16,101,111,1,Final
15885385,2024-04-24,2023,21,19,124,92,1,Final
15882407,2024-04-25,2023,22,6,121,83,1,Final
15882408,2024-04-25,2023,14,8,105,112,1,Final
15883168,2024-04-25,2023,23,20,125,114,1,Final
15882409,2024-04-26,2023,12,17,121,118,1,Final
15882410,2024-04-26,2023,24,18,109,126,1,Final
15882411,2024-04-26,2023,7,13,101,90,1,Final
15882412,2024-04-27,2023,22,6,112,89,1,Final
15882413,2024-04-27,2023,14,8,119,108,1,Final
15885242,2024-04-27,2023,16,2,84,104,1,Final
15885394,2024-04-27,2023,19,21,85,106,1,Final
15882414,2024-04-28,2023,12,17,126,113,1,Final
15882415,2024-04-28,2023,24,18,116,122,1,Final
15882416,2024-04-28,2023,7,13,111,116,1,Final
15883176,2024-04-28,2023,23,20,92,97,1,Final
15882417,2024-04-29,2023,8,14,108,106,1,Final
15885249,2024-04-29,2023,16,2,88,102,1,Final
15885401,2024-04-29,2023,19,21,89,97,1,Final
15882418,2024-04-30,2023,17,12,115,92,1,Final
15882419,2024-04-30,2023,6,22,104,103,1,Final
15883181,2024-04-30,2023,20,23,106,112,1,Final
15882421,2024-05-01,2023,13,7,93,123,1,Final
15885255,2024-05-01,2023,2,16,118,84,1,Final
15882422,2024-05-02,2023,12,17,120,98,1,Final
15883186,2024-05-02,2023,23,20,115,118,1,Final
15882425,2024-05-03,2023,22,6,103,96,1,Final
15882426,2024-05-03,2023,7,13,114,101,1,Final
15895038,2024-05-04,2023,8,18,99,106,1,Final
15882430,2024-05-05,2023,6,22,106,94,1,Final
15895042,2024-05-06,2023,8,18,80,106,1,Final
15896341,2024-05-06,2023,20,12,121,117,1,Final
15896732,2024-05-07,2023,21,7,117,95,1,Final
15897590,2024-05-07,2023,2,6,120,95,1,Final
15896343,2024-05-08,2023,20,12,130,121,1,Final
15896734,2024-05-09,2023,21,7,110,119,1,Final
15897593,2024-05-09,2023,2,6,94,118,1,Final
15895043,2024-05-10,2023,18,8,90,117,1,Final
15896344,2024-05-10,2023,12,20,111,106,1,Final
15896737,2024-05-11,2023,7,21,105,101,1,Final
15897597,2024-05-11,2023,6,2,93,106,1,Final
15895044,2024-05-12,2023,18,8,107,115,1,Final
15896346,2024-05-12,2023,12,20,121,89,1,Final
15896740,2024-05-13,2023,7,21,96,100,1,Final
15897601,2024-05-13,2023,6,2,102,109,1,Final
15895045,2024-05-14,2023,8,18,112,97,1,Final
15896618,2024-05-14,2023,20,12,121,91,1,Final
15896743,2024-05-15,2023,21,7,92,104,1,Final
15897605,2024-05-15,2023,2,6,113,98,1,Final
15895046,2024-05-16,2023,18,8,115,70,1,Final
15896621,2024-05-17,2023,12,20,116,103,1,Final
15896746,2024-05-18,2023,7,21,117,116,1,Final
15895047,2024-05-19,2023,8,18,90,98,1,Final
15896622,2024-05-19,2023,20,12,109,130,1,Final
15902612,2024-05-21,2023,2,12,133,128,1,Final
15902644,2024-05-22,2023,18,7,105,108,1,Final
15902613,2024-05-23,2023,2,12,126,110,1,Final
15902646,2024-05-24,2023,18,7,108,109,1,Final
15902614,2024-05-25,2023,12,2,111,114,1,Final
15902648,2024-05-26,2023,7,18,116,107,1,Final
15902615,2024-05-27,2023,12,2,102,105,1,Final
15902650,2024-05-28,2023,7,18,100,105,1,Final
15902652,2024-05-30,2023,18,7,103,124,1,Final
15905063,2024-06-06,2023,2,7,107,89,1,Final
15905064,2024-06-09,2023,2,7,105,98,1,Final
15905065,2024-06-12,2023,7,2,99,106,1,Final
15905066,2024-06-14,2023,7,2,122,84,1,Final
15905067,2024-06-17,2023,2,7,106,88,1,Final
